"polish"	"indpol_hindi"	"indpol_marathi"	"hindi_meaning"	"marathi_meaning"	"english_meaning"	"pos"	"level"
"przyznać"	"पझिज़नअच"	"पझइज़नअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to admit]"	"to admit"	"verb"	"A2"
"przyznać się"	"पझिज़नअच शिएं"	"पझइज़नअच शिएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to confess]"	"to confess"	"noun"	"B2"
"pstryknąć"	"पसतरिकनओंच"	"पसतरइकनओंच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to snap]"	"to snap"	"noun"	"B1"
"pszczoła"	"पश्चोवअ"	"पश्चओवअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"B2"
"ptak"	"पतअक"	"पतअक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: bird]"	"bird"	"noun"	"B2"
"publiczność"	"पुबलिचनोशच"	"पउबलइचनओशच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: audience]"	"audience"	"noun"	"B2"
"publiczny"	"पुबलिचनि"	"पउबलइचनइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: public]"	"public"	"noun"	"A2"
"Puchar"	"पुखअर"	"पउखअर"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: cup]"	"cup"	"noun"	"A2"
"puchnąć"	"पुखनओंच"	"पउखनओंच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to swell]"	"to swell"	"noun"	"B2"
"pudełka"	"पुदेवकअ"	"पउदएवकअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: dozen]"	"dozen"	"noun"	"B1"
"pudełko"	"पुदेवको"	"पउदएवकओ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: box]"	"box"	"noun"	"A2"
"pułapka"	"पुवअपकअ"	"पउवअपकअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: trap]"	"trap"	"noun"	"B2"
"punkt"	"पुनकत"	"पउनकत"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: point]"	"point"	"noun"	"A1"
"pusty"	"पुसति"	"पउसतइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: empty]"	"empty"	"noun"	"A2"
"pustynia"	"पुसतिनिअ"	"पउसतइनिअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: desert]"	"desert"	"noun"	"B1"
"pytanie"	"पितअनिे"	"पइतअनिए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: question]"	"question"	"noun"	"A1"
"rabunek"	"रअबुनेक"	"रअबउनएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: roof]"	"roof"	"noun"	"B1"
"rachunek"	"रअखुनेक"	"रअखउनएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: bill]"	"bill"	"noun"	"B2"
"raczej"	"रअचेय"	"रअचएय"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: rather]"	"rather"	"noun"	"A1"
"rada"	"रअदअ"	"रअदअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: advice]"	"advice"	"noun"	"B2"
"radość"	"रअदोशच"	"रअदओशच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: joy]"	"joy"	"noun"	"B1"
"ramię"	"रअमिएं"	"रअमइएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: arm]"	"arm"	"noun"	"B2"
"ramiona"	"रअमिोनअ"	"रअमइओनअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"B2"
"ramka"	"रअमकअ"	"रअमकअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: frame]"	"frame"	"noun"	"B1"
"rana"	"रअनअ"	"रअनअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: wound]"	"wound"	"noun"	"A2"
"ranek"	"रअनेक"	"रअनएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: morning]"	"morning"	"noun"	"A1"
"ranga"	"रअनगअ"	"रअनगअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: rank]"	"rank"	"noun"	"B2"
"ranić"	"रअनिच"	"रअनिच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to hurt]"	"to hurt"	"verb"	"A2"
"rano"	"रअनो"	"रअनओ"	"सुबह"	"सकाळ"	""	"noun"	"B2"
"raport"	"रअपोरत"	"रअपओरत"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: report]"	"report"	"noun"	"A2"
"razem"	"रअज़ेम"	"रअज़एम"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: together]"	"together"	"noun"	"A1"
"reakcja"	"रेअकत्सयअ"	"रएअकत्सयअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: reaction]"	"reaction"	"noun"	"B2"
"realizować"	"रेअलिज़ोवअच"	"रएअलइज़ओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to pursue]"	"to pursue"	"verb"	"B2"
"reguła"	"रेगुवअ"	"रएगउवअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: rule]"	"rule"	"noun"	"A2"
"regularny"	"रेगुलअरनि"	"रएगउलअरनइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: regular]"	"regular"	"noun"	"B2"
"ręka"	"रएंकअ"	"रएंकअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"B2"
"rekord"	"रेकोरद"	"रएकओरद"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: record]"	"record"	"noun"	"A2"
"relacja"	"रेलअत्सयअ"	"रएलअत्सयअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: relation]"	"relation"	"noun"	"B1"
"religia"	"रेलिगिअ"	"रएलइगइअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: religion]"	"religion"	"noun"	"B2"
"religijny"	"रेलिगियनि"	"रएलइगइयनइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: religious]"	"religious"	"noun"	"B2"
"reprezentować"	"रेपरेज़ेनतोवअच"	"रएपरएज़एनतओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to represent]"	"to represent"	"verb"	"B1"
"restauracja"	"रेसतअुरअत्सयअ"	"रएसतअउरअत्सयअ"	"रेस्तरां"	"रेस्तरां"	"restaurant"	"noun"	"B2"
"reszta"	"रेशतअ"	"रएशतअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: rest]"	"rest"	"noun"	"A1"
"robak"	"रोबअक"	"रओबअक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"B2"
"robić"	"रोबिच"	"रोबिच"	"करना"	"करणे"	"to make"	"verb"	"B2"
"rodzic"	"रोजित्स"	"रओजित्स"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: parent]"	"parent"	"noun"	"A2"
"rodzimy"	"रोजिमि"	"रओजिमइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: native]"	"native"	"noun"	"B2"
"rodzina"	"रोजिनअ"	"रओजिनअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: family]"	"family"	"noun"	"A1"
"rok"	"रोक"	"रओक"	"साल"	"वर्ष"	"year"	"noun"	"B2"
"Rolle"	"रोलले"	"रओललए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: role]"	"role"	"noun"	"B2"
"rolnik"	"रोलनिक"	"रओलनिक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: farmer]"	"farmer"	"noun"	"C1"
"roślina"	"रोशलिनअ"	"रओशलइनअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: plant]"	"plant"	"noun"	"B1"
"rosnąć"	"रोसनओंच"	"रओसनओंच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to grow]"	"to grow"	"noun"	"A1"
"Rosyjski"	"रोसियसकि"	"रओसइयसकइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: Russian]"	"Russian"	"noun"	"B2"
"również"	"रउवनिेझ"	"रउवनिएझ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: also]"	"also"	"noun"	"A1"
"równowaga"	"रउवनोवअगअ"	"रउवनओवअगअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: balance]"	"balance"	"noun"	"B2"
"równy"	"रउवनि"	"रउवनइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: equal]"	"equal"	"noun"	"B2"
"róża"	"रउझअ"	"रउझअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित]"	""	"noun"	"B2"
"rozciągać"	"रोज़चिओंगअच"	"रओज़चिओंगअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to stretch]"	"to stretch"	"verb"	"A2"
"rozdział"	"रोज़जिअव"	"रओज़जिअव"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: chapter]"	"chapter"	"noun"	"B2"
"rozebrać się"	"रोज़ेबरअच शिएं"	"रओज़एबरअच शिएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to strip]"	"to strip"	"noun"	"B2"
"rozkosz"	"रोज़कोश"	"रओज़कओश"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: delight]"	"delight"	"noun"	"B1"
"rozległy"	"रोज़लेगवि"	"रओज़लएगवइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: vast]"	"vast"	"noun"	"B2"
"rozmawiać"	"रोज़मअविअच"	"रओज़मअवइअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to talk]"	"to talk"	"verb"	"A1"
"rozmiar"	"रोज़मिअर"	"रओज़मइअर"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: size]"	"size"	"noun"	"B1"
"rozmowa"	"रोज़मोवअ"	"रओज़मओवअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: conversation]"	"conversation"	"noun"	"A2"
"różne"	"रउझने"	"रउझनए"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: different]"	"different"	"noun"	"A1"
"różnica"	"रउझनित्सअ"	"रउझनित्सअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: difference]"	"difference"	"noun"	"B1"
"rozpacz"	"रोज़पअच"	"रओज़पअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: despair]"	"despair"	"noun"	"C1"
"rozpoznać"	"रोज़पोज़नअच"	"रओज़पओज़नअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to recognize]"	"to recognize"	"verb"	"A2"
"rozprzestrzeniać"	"रोज़पझेसतझेनिअच"	"रओज़पझएसतझएनिअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to spread]"	"to spread"	"verb"	"A2"
"rozszerzyć"	"रोज़शेझिच"	"रओज़शएझइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to extend]"	"to extend"	"verb"	"B2"
"rozumieć"	"रोज़ुमिेच"	"रओज़उमइएच"	"समझना"	"समजणे"	"to understand"	"verb"	"B2"
"rozważyć"	"रोज़वअझिच"	"रओज़वअझइच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to consider]"	"to consider"	"verb"	"A1"
"rozwiązać"	"रोज़विओंज़अच"	"रओज़वइओंज़अच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to resolve]"	"to resolve"	"verb"	"B2"
"rozwijać się"	"रोज़वियअच शिएं"	"रओज़वइयअच शिएं"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to develop]"	"to develop"	"noun"	"B1"
"rozwój"	"रोज़वउय"	"रओज़वउय"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: development]"	"development"	"noun"	"C1"
"ruch"	"रुख"	"रउख"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: movement]"	"movement"	"noun"	"A2"
"rura"	"रुरअ"	"रउरअ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: pipe]"	"pipe"	"noun"	"B2"
"ryba"	"रिबअ"	"रइबअ"	"मछली"	"मासा"	"fish"	"noun"	"B2"
"rycerz"	"रित्सेझ"	"रइत्सएझ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: knight]"	"knight"	"noun"	"B2"
"ryczeć"	"रिचेच"	"रइचएच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to roar]"	"to roar"	"verb"	"B2"
"rynek"	"रिनेक"	"रइनएक"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: market]"	"market"	"noun"	"B2"
"rysować"	"रिसोवअच"	"रइसओवअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to draw]"	"to draw"	"verb"	"A1"
"ryż"	"रिझ"	"रइझ"	"चावल"	"तांदूळ"	""	"noun"	"B2"
"ryzyko"	"रिज़िको"	"रइज़इकओ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: risk]"	"risk"	"noun"	"B1"
"rząd"	"झओंद"	"झओंद"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: government]"	"government"	"noun"	"B1"
"rzecz"	"झेच"	"झएच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: thing]"	"thing"	"noun"	"A1"
"rzeczy"	"झेचि"	"झएचइ"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: stuff]"	"stuff"	"noun"	"A2"
"rzeczywistość"	"झेचिविसतोशच"	"झएचइवइसतओशच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: reality]"	"reality"	"noun"	"B1"
"rzeka"	"झेकअ"	"झेका"	"नदी"	"नदी"	"river"	"noun"	"B2"
"rzucać"	"झुत्सअच"	"झउत्सअच"	"[अर्थ लंबित]"	"[अर्थ प्रलंबित: to cast]"	"to cast"	"verb"	"B1"
